Wind_turbine_name;Date_time;Ba_avg;Ba_min;Ba_max;Ba_std;Rt_avg;Rt_min;Rt_max;Rt_std;DCs_avg;DCs_min;DCs_max;DCs_std;Cm_avg;Cm_min;Cm_max;Cm_std;P_avg;P_min;P_max;P_std;Q_avg;Q_min;Q_max;Q_std;S_avg;S_min;S_max;S_std;Cosphi_avg;Cosphi_min;Cosphi_max;Cosphi_std;Ds_avg;Ds_min;Ds_max;Ds_std;Db1t_avg;Db1t_min;Db1t_max;Db1t_std;Db2t_avg;Db2t_min;Db2t_max;Db2t_std;Dst_avg;Dst_min;Dst_max;Dst_std;Gb1t_avg;Gb1t_min;Gb1t_max;Gb1t_std;Gb2t_avg;Gb2t_min;Gb2t_max;Gb2t_std;Git_avg;Git_min;Git_max;Git_std;Gost_avg;Gost_min;Gost_max;Gost_std;Ya_avg;Ya_min;Ya_max;Ya_std;Yt_avg;Yt_min;Yt_max;Yt_std;Ws1_avg;Ws1_min;Ws1_max;Ws1_std;Ws2_avg;Ws2_min;Ws2_max;Ws2_std;Ws_avg;Ws_min;Ws_max;Ws_std;Wa_avg;Wa_min;Wa_max;Wa_std;Va1_avg;Va1_min;Va1_max;Va1_std;Va2_avg;Va2_min;Va2_max;Va2_std;Va_avg;Va_min;Va_max;Va_std;Ot_avg;Ot_min;Ot_max;Ot_std;Nf_avg;Nf_min;Nf_max;Nf_std;Nu_avg;Nu_min;Nu_max;Nu_std;Rs_avg;Rs_min;Rs_max;Rs_std;Rbt_avg;Rbt_min;Rbt_max;Rbt_std;Rm_avg;Rm_min;Rm_max;Rm_std;Pas_avg;Pas_min;Pas_max;Pas_std;Wa_c_avg;Wa_c_min;Wa_c_max;Wa_c_std;Na_c_avg;Na_c_min;Na_c_max;Na_c_std
R80711;2018-01-07T23:30:00-06:00;-0.99;-0.99;-0.99;0.0;12.0;12.0;12.0;0.0;1758.56;1567.86;1806.43;60.59;4128.26;2906.21;6090.92;714.38;757.79;463.65;1147.27;151.71;9.93;-11.41;23.12;7.89;757.92;463.9;1147.27;151.62;1.0;-1.0;1.0;0.0;1758.07;1567.39;1805.8;60.62;43.33;41.75;44.85;0.75;37.41;36.7;38.2;0.39;62.57;60.95;64.5;0.66;78.95;78.45;79.25;0.18;79.93;79.6;80.2;0.11;65.91;65.45;66.5;0.17;69.65;69.3;70.0;0.12;45.0;45.0;45.0;0.0;27.97;27.3;28.6;0.37;7.09;5.27;9.56;0.84;7.23;5.22;10.17;0.81;7.16;5.41;9.64;0.78;50.66;4.44;80.29;11.36;5.66;-40.56;35.29;11.36;5.66;-40.56;35.29;11.36;;;;;4.51;4.5;4.7;0.04;49.98;49.95;50.01;0.01;705.79;704.05;707.79;0.83;16.78;14.94;17.24;0.58;28.18;28.0;28.4;0.06;4097.6;2818.82;6076.78;723.47;;;;;;;;;;;;
R80711;2018-01-08T00:00:00-06:00;-0.99;-0.99;-0.99;0.0;12.0;12.0;12.0;0.0;1733.27;1544.37;1815.15;77.84;4079.0;2812.01;7105.81;916.13;736.12;440.32;1337.21;194.92;2.06;-18.05;16.05;7.22;736.17;440.58;1337.32;194.9;1.0;-1.0;1.0;0.0;1732.79;1543.81;1814.86;77.89;41.25;39.2;43.4;1.18;36.02;34.9;37.3;0.66;61.6;59.35;64.0;1.1;75.68;74.8;76.25;0.4;78.26;77.65;78.6;0.29;62.88;62.2;63.6;0.24;68.67;68.25;69.15;0.2;58.17;58.17;58.17;0.0;14.64;13.7;16.0;0.66;7.74;5.14;10.67;1.04;7.48;5.22;10.21;0.88;7.61;5.21;10.35;0.93;55.92;26.02;94.33;10.53;-2.27;-32.16;36.16;10.53;-2.27;-32.16;36.16;10.53;;;;;4.5;4.45;4.6;0.01;49.97;49.94;49.99;0.01;705.24;703.27;707.22;0.95;16.53;14.71;17.34;0.75;27.71;27.6;27.9;0.1;4025.29;2710.87;7064.36;930.46;;;;;;;;;;;;
R80711;2018-01-08T01:00:00-06:00;-0.99;-0.99;-0.99;0.0;12.0;12.0;12.0;0.0;1765.0;1565.93;1818.49;73.36;4961.12;2863.45;7507.94;1207.8;918.4;463.84;1412.19;246.91;15.16;-9.34;43.35;13.09;918.73;465.4;1412.19;246.52;1.0;1.0;1.0;0.0;1764.55;1565.34;1817.92;73.4;41.15;39.6;42.65;0.75;36.26;35.45;37.1;0.4;60.59;58.85;62.85;0.84;78.2;77.1;79.3;0.51;79.24;78.5;79.9;0.38;65.2;64.5;66.0;0.33;69.01;68.5;69.5;0.18;54.88;54.88;54.88;0.0;27.04;26.2;27.9;0.5;7.91;5.31;11.0;1.12;7.86;5.06;11.45;1.08;7.88;5.26;11.14;1.06;58.94;15.71;89.31;11.02;4.09;-39.17;34.44;11.02;4.09;-39.17;34.44;11.02;;;;;4.61;4.5;4.7;0.08;49.98;49.96;50.02;0.01;697.39;695.37;699.25;0.77;16.84;14.92;17.37;0.7;27.96;27.9;28.0;0.04;4932.54;2811.9;7475.53;1213.02;;;;;;;;;;;;
R80711;2018-01-08T01:10:00-06:00;-0.99;-0.99;-0.99;0.0;12.0;12.0;12.0;0.0;1785.51;1703.09;1814.57;27.6;4946.58;3388.57;7931.38;1143.39;922.32;601.69;1491.75;222.22;11.86;-11.12;41.37;11.58;922.51;602.91;1491.75;222.04;1.0;1.0;1.0;0.0;1785.04;1702.57;1813.98;27.62;43.65;42.35;45.1;0.71;37.57;36.9;38.25;0.34;63.11;61.55;64.45;0.52;79.2;78.6;79.8;0.24;80.02;79.8;80.3;0.15;65.78;65.35;66.35;0.14;69.48;69.2;69.95;0.09;54.88;54.88;54.88;0.0;28.45;27.9;29.0;0.25;8.02;5.35;11.44;1.05;7.76;5.7;11.01;0.9;7.89;5.62;11.01;0.93;53.62;21.41;94.64;10.87;-1.26;-33.47;39.76;10.87;-1.26;-33.47;39.76;10.87;;;;;4.69;4.5;4.8;0.03;49.99;49.96;50.0;0.01;695.17;692.5;697.37;1.24;17.04;16.23;17.34;0.27;28.07;28.0;28.2;0.09;4922.93;3360.33;7902.2;1142.56;;;;;;;;;;;;
R80711;2018-01-08T01:20:00-06:00;-0.99;-0.99;-0.99;0.0;12.0;12.0;12.0;0.0;1799.12;1762.45;1815.66;7.05;5525.34;3653.15;8204.49;996.23;1035.01;672.74;1541.93;188.34;7.51;-18.88;29.22;8.78;1035.09;672.81;1542.02;188.29;1.0;-1.0;1.0;0.0;1798.68;1761.92;1815.2;7.06;45.1;43.7;45.95;0.51;38.18;37.3;38.7;0.34;65.22;63.75;66.55;0.54;79.34;78.3;80.0;0.49;80.28;79.9;80.6;0.15;64.89;63.5;66.8;0.96;69.74;69.3;70.1;0.17;54.88;54.88;54.88;0.0;23.26;17.6;29.3;4.38;8.53;6.05;11.37;1.05;8.16;5.6;11.03;0.95;8.35;5.96;11.15;0.96;50.18;21.08;109.7;9.58;-4.73;-33.8;54.82;9.58;-4.73;-33.8;54.82;9.58;;;;;4.7;4.6;4.8;0.01;50.0;49.97;50.02;0.01;702.01;694.26;705.17;3.46;17.17;16.81;17.34;0.07;28.14;27.95;28.2;0.09;5493.05;3634.22;8155.05;990.51;;;;;;;;;;;;
R80711;2018-01-08T01:50:00-06:00;-0.99;-0.99;-0.99;0.0;12.0;12.0;12.0;0.0;1799.29;1751.57;1817.13;8.08;6207.0;3636.13;8693.57;1164.03;1164.43;661.77;1643.68;220.65;25.13;2.81;49.07;9.84;1164.78;662.45;1643.88;220.47;1.0;1.0;1.0;0.0;1798.84;1751.01;1816.65;8.09;35.03;33.55;36.6;0.8;32.94;32.2;33.75;0.41;59.18;57.6;60.8;0.73;77.08;76.55;77.6;0.22;79.15;78.9;79.3;0.1;63.0;62.5;63.75;0.14;68.91;68.5;69.15;0.11;54.88;54.88;54.88;0.0;12.82;12.5;13.2;0.2;9.25;6.29;11.97;1.2;8.64;6.03;11.1;1.02;8.95;6.27;11.35;1.08;49.69;24.89;87.85;9.05;-5.19;-29.99;32.97;9.05;-5.19;-29.99;32.97;9.05;;;;;4.64;4.5;4.7;0.06;50.0;49.98;50.02;0.01;703.25;702.11;704.48;0.56;17.17;16.71;17.36;0.08;27.59;27.4;27.6;0.03;6179.08;3601.63;8660.97;1161.07;;;;;;;;;;;;
R80711;2018-01-08T02:50:00-06:00;-0.87;-0.99;-0.13;0.22;12.0;12.0;12.0;0.0;1799.48;1779.05;1819.99;7.29;7746.91;5441.32;9858.39;1086.8;1453.05;1021.05;1845.66;204.22;36.57;10.26;65.56;11.56;1453.58;1022.28;1845.91;204.09;1.0;1.0;1.0;0.0;1798.96;1778.4;1819.74;7.31;26.55;26.1;27.05;0.19;28.88;28.7;29.1;0.08;56.55;55.5;57.45;0.36;77.64;77.1;78.0;0.17;79.09;78.9;79.25;0.09;62.8;62.4;63.2;0.12;68.84;68.5;69.1;0.08;53.44;41.71;54.88;3.97;11.17;11.1;11.3;0.08;10.24;6.79;13.37;1.16;9.59;6.66;13.14;1.07;9.91;6.78;13.01;1.08;34.31;356.97;68.27;6.47;-7.4;-57.91;26.57;7.39;-7.4;-57.91;26.57;7.39;;;;;4.83;4.7;4.9;0.08;49.99;49.97;50.01;0.01;700.49;698.15;702.16;0.84;17.17;16.95;17.38;0.07;27.12;27.1;27.3;0.04;7712.61;5427.23;9790.65;1080.68;;;;;;;;;;;;
R80711;2018-01-08T03:10:00-06:00;-0.99;-0.99;-0.99;0.0;12.0;12.0;12.0;0.0;1791.87;1646.72;1817.64;28.91;5559.0;3189.4;8184.11;1221.37;1040.83;542.89;1537.42;235.86;17.38;-1.13;32.63;9.04;1041.05;543.71;1537.43;235.69;1.0;1.0;1.0;0.0;1791.36;1646.17;1817.12;28.93;28.18;26.1;30.45;1.22;30.04;28.8;31.25;0.67;54.93;53.85;56.1;0.42;77.66;76.9;78.25;0.29;79.29;79.0;79.5;0.12;64.24;63.5;64.95;0.25;68.8;68.35;69.1;0.1;41.71;41.71;41.71;0.0;18.99;15.7;21.4;1.53;8.2;5.44;11.21;1.11;8.23;5.4;10.92;1.05;8.21;5.5;10.75;1.04;49.05;9.55;81.24;11.07;7.34;-32.15;39.53;11.07;7.34;-32.15;39.53;11.07;;;;;5.31;5.2;5.5;0.11;49.98;49.96;50.03;0.02;701.21;699.68;702.57;0.6;17.1;15.69;17.36;0.28;27.33;27.1;27.5;0.09;5537.67;3147.2;8133.07;1218.84;;;;;;;;;;;;
R80711;2018-01-08T03:20:00-06:00;-0.99;-0.99;-0.46;0.04;12.0;12.0;12.0;0.0;1800.26;1774.27;1829.22;7.59;6437.42;3812.8;9383.02;1119.36;1209.21;706.55;1776.24;212.0;14.96;-7.4;49.68;11.55;1209.39;707.21;1776.24;211.83;1.0;-1.0;1.0;0.0;1799.8;1773.91;1828.58;7.59;32.37;30.15;34.45;1.18;32.26;31.1;33.4;0.6;57.3;55.2;59.25;0.91;78.84;77.9;79.55;0.36;79.7;79.2;80.1;0.24;65.12;64.4;65.7;0.25;69.25;68.8;69.6;0.17;44.56;41.71;47.19;2.73;22.97;21.4;24.2;0.78;8.94;5.97;11.93;1.06;8.91;6.02;11.99;1.01;8.92;6.03;11.72;0.98;54.83;23.96;85.29;10.43;7.63;-23.24;43.58;11.15;7.63;-23.24;43.58;11.15;;;;;5.31;5.3;5.5;0.04;49.98;49.95;50.0;0.01;701.7;699.86;703.74;0.91;17.18;16.9;17.46;0.07;27.59;27.4;27.7;0.04;6413.89;3780.54;9336.43;1114.59;;;;;;;;;;;;
R80711;2018-01-08T03:30:00-06:00;-0.98;-0.99;-0.49;0.09;12.0;12.0;12.0;0.0;1799.92;1782.82;1825.14;6.24;6547.7;4457.82;9306.64;1143.29;1229.51;838.15;1753.81;215.07;13.89;-10.38;36.67;9.83;1229.64;838.37;1753.83;214.99;1.0;1.0;1.0;0.0;1799.46;1782.16;1824.69;6.24;36.18;34.2;38.2;1.05;34.2;33.2;35.2;0.52;60.61;58.3;62.85;0.8;79.98;79.5;80.65;0.18;80.41;79.9;80.7;0.18;65.88;65.3;66.4;0.17;69.85;69.45;70.25;0.13;47.19;47.19;47.19;0.0;25.29;24.2;26.2;0.47;8.84;5.93;11.92;1.14;8.79;5.93;12.89;1.14;8.82;5.93;12.37;1.09;53.43;6.92;91.72;10.36;6.23;-40.28;44.52;10.36;6.23;-40.28;44.52;10.36;;;;;5.3;5.25;5.3;0.01;49.98;49.96;50.02;0.01;701.84;700.59;703.68;0.57;17.17;17.01;17.43;0.06;27.68;27.6;27.7;0.04;6523.89;4454.52;9257.04;1137.1;;;;;;;;;;;;
R80711;2018-01-08T03:40:00-06:00;-0.95;-0.99;-0.49;0.14;12.0;12.0;12.0;0.0;1800.21;1787.04;1821.94;5.6;7176.82;5166.81;9218.87;881.61;1347.31;967.21;1729.9;166.4;15.99;-0.26;34.99;7.36;1347.44;967.72;1730.0;166.35;1.0;1.0;1.0;0.0;1799.74;1786.53;1821.32;5.6;39.65;37.85;41.25;0.93;35.94;35.0;36.7;0.45;64.15;61.65;66.45;1.06;81.03;80.35;81.4;0.23;80.96;80.6;81.25;0.21;66.47;65.15;67.25;0.43;70.45;69.9;70.8;0.17;47.19;47.19;47.19;0.0;26.39;21.4;27.6;1.56;9.17;6.33;11.23;0.88;9.09;6.65;11.31;0.89;9.13;6.81;11.1;0.82;51.9;19.6;97.09;10.25;4.7;-27.59;49.89;10.25;4.7;-27.59;49.89;10.25;;;;;5.33;5.3;5.5;0.06;49.97;49.95;50.0;0.01;702.65;700.59;704.42;0.83;17.18;17.02;17.39;0.06;27.76;27.7;27.9;0.08;7148.38;5159.49;9184.56;880.52;;;;;;;;;;;;
R80711;2018-01-08T04:00:00-06:00;-0.99;-0.99;-0.99;0.0;12.0;12.0;12.0;0.0;1798.35;1755.87;1816.37;8.91;5149.11;3645.74;6986.38;817.4;964.1;666.56;1312.68;156.03;18.96;0.98;45.24;9.69;964.35;666.93;1312.77;155.97;1.0;1.0;1.0;0.0;1797.87;1755.3;1815.89;8.92;36.94;35.4;38.5;0.81;34.49;33.7;35.3;0.43;62.02;59.9;64.1;0.97;77.98;77.5;78.7;0.29;79.96;79.7;80.4;0.19;64.09;63.75;64.75;0.17;69.72;69.45;70.1;0.13;47.19;47.19;47.19;0.0;14.29;13.6;15.2;0.47;8.1;5.63;10.43;0.81;8.03;5.0;10.7;0.84;8.06;5.37;10.44;0.77;51.15;12.85;84.38;10.69;3.95;-34.34;37.19;10.69;3.95;-34.34;37.19;10.69;;;;;5.5;5.4;5.6;0.01;49.98;49.96;50.01;0.01;702.84;700.75;704.64;0.88;17.16;16.74;17.34;0.09;27.48;27.4;27.6;0.09;5118.44;3611.65;6937.46;815.49;;;;;;;;;;;;
R80711;2018-01-08T04:20:00-06:00;-0.99;-0.99;-0.99;0.0;12.0;12.0;12.0;0.0;1798.28;1705.25;1815.29;10.03;5840.42;3737.57;8969.94;1143.03;1094.95;668.78;1691.51;217.02;29.89;6.68;56.6;10.98;1095.47;669.49;1691.78;216.77;1.0;1.0;1.0;0.0;1797.84;1704.67;1815.01;10.04;32.17;31.1;33.3;0.59;31.89;31.25;32.6;0.34;56.39;55.3;57.45;0.4;76.58;75.7;77.3;0.35;78.91;78.5;79.25;0.22;63.29;62.85;63.9;0.14;69.0;68.65;69.2;0.09;47.19;47.19;47.19;0.0;12.51;12.3;12.8;0.13;8.6;5.76;11.17;1.01;8.43;5.83;11.01;0.94;8.52;6.04;10.92;0.92;49.17;11.05;97.1;10.35;2.0;-36.15;49.9;10.35;2.0;-36.15;49.9;10.35;;;;;5.59;5.5;5.6;0.03;49.99;49.97;50.01;0.01;705.58;703.02;708.76;1.42;17.16;16.24;17.33;0.1;27.3;27.1;27.35;0.02;5812.85;3723.83;8937.1;1139.54;;;;;;;;;;;;
R80711;2018-01-08T04:30:00-06:00;-0.99;-0.99;-0.99;0.0;12.0;12.0;12.0;0.0;1798.73;1747.86;1813.69;8.47;5932.48;3613.61;8015.82;1079.16;1112.82;662.15;1511.84;203.91;27.13;10.12;74.99;12.13;1113.3;666.39;1511.95;203.48;1.0;1.0;0.99;0.0;1798.29;1747.41;1813.08;8.47;30.42;29.5;31.35;0.45;30.91;30.4;31.4;0.22;55.47;53.85;56.5;0.55;77.02;76.4;77.6;0.29;79.22;79.0;79.4;0.06;63.29;62.65;63.95;0.17;69.0;68.1;69.3;0.14;47.19;47.19;47.19;0.0;12.5;12.0;15.4;0.72;8.6;6.12;11.65;0.98;8.42;5.67;11.16;0.93;8.51;6.09;11.13;0.9;49.23;22.77;94.82;11.02;2.0;-24.42;47.63;11.02;2.0;-24.42;47.63;11.02;;;;;5.6;5.55;5.7;0.01;50.0;49.98;50.03;0.01;705.73;703.35;708.48;1.37;17.16;16.66;17.31;0.08;27.14;27.1;27.3;0.06;5906.96;3597.08;7991.56;1072.9;;;;;;;;;;;;
R80711;2018-01-08T05:20:00-06:00;-0.99;-0.99;-0.99;0.0;12.0;12.0;12.0;0.0;1711.23;1337.33;1813.54;144.25;4345.77;2038.76;7487.93;1449.97;787.31;260.98;1413.97;307.09;36.25;2.45;65.06;18.28;788.85;266.82;1414.08;305.84;1.0;1.0;0.98;0.01;1710.73;1336.63;1813.21;144.34;43.25;42.0;44.15;0.51;37.92;37.4;38.35;0.24;64.95;63.55;66.1;0.41;80.31;77.4;81.4;1.01;80.87;78.8;81.3;0.59;66.06;63.5;67.75;1.19;70.49;69.7;70.85;0.26;52.86;47.19;60.37;6.43;25.66;19.4;29.25;3.68;7.55;4.72;10.85;1.22;7.58;4.62;10.39;1.11;7.56;4.77;10.48;1.12;67.51;22.79;103.34;13.39;7.11;-36.36;42.97;12.18;7.11;-36.36;42.97;12.18;;;;;6.45;6.4;6.5;0.04;49.97;49.95;50.01;0.01;707.86;705.71;710.46;0.93;16.32;12.73;17.32;1.38;27.97;27.9;28.0;0.04;4300.09;1853.97;7478.7;1486.3;;;;;;;;;;;;
R80711;2018-01-08T05:30:00-06:00;-0.99;-0.99;-0.99;0.0;12.0;12.0;12.0;0.0;1615.18;1326.53;1813.57;182.09;3682.51;1978.18;6913.64;1374.31;631.66;250.97;1300.27;305.89;26.41;-1.29;57.41;15.92;633.06;257.4;1300.28;304.56;1.0;-1.0;0.97;0.01;1614.63;1325.78;1813.06;182.21;41.42;39.4;43.5;1.07;36.8;35.7;37.85;0.6;62.66;60.8;65.35;1.01;75.8;74.5;77.5;0.68;77.37;76.1;78.8;0.74;63.23;62.35;64.4;0.35;69.17;68.7;69.9;0.22;57.11;52.68;60.37;3.77;17.09;15.7;19.4;1.06;7.41;4.05;11.61;1.42;7.17;4.6;10.69;1.26;7.29;4.45;11.03;1.32;52.54;14.61;104.9;13.7;-0.13;-45.76;44.53;13.42;-0.13;-45.76;44.53;13.42;;;;;6.57;6.5;6.7;0.09;49.99;49.97;50.01;0.01;706.7;705.01;709.46;0.9;15.4;12.63;17.33;1.75;27.72;27.6;27.9;0.11;3592.83;1801.61;6874.58;1425.53;;;;;;;;;;;;
R80711;2018-01-08T06:30:00-06:00;-0.65;-0.99;0.19;0.41;12.0;12.0;12.0;0.0;1797.34;1769.18;1822.96;7.86;8143.52;4631.45;10533.4;1373.89;1526.98;869.02;1979.53;257.53;38.69;8.99;88.47;18.58;1527.57;869.52;1979.56;257.63;1.0;1.0;1.0;0.0;1796.9;1768.63;1822.6;7.87;41.02;39.7;41.9;0.56;36.8;36.1;37.3;0.27;64.39;60.75;66.6;1.63;81.12;79.85;81.9;0.47;80.83;80.4;81.2;0.21;66.0;64.75;67.1;0.65;70.44;69.8;70.85;0.24;48.29;48.29;48.29;0.0;25.49;19.6;28.6;3.2;10.46;6.95;13.76;1.35;9.8;7.04;12.75;1.11;10.13;7.17;13.02;1.2;42.94;6.27;103.49;8.91;-5.33;-42.02;55.2;8.91;-5.33;-42.02;55.2;8.91;;;;;7.09;7.0;7.2;0.08;49.98;49.96;50.01;0.01;708.38;706.9;709.81;0.6;17.15;16.88;17.41;0.08;27.98;27.9;28.0;0.03;8115.33;4620.82;10476.2;1371.87;;;;;;;;;;;;
R80711;2018-01-08T07:00:00-06:00;-0.96;-0.99;-0.49;0.12;12.0;12.0;12.0;0.0;1800.31;1773.45;1832.65;7.62;6524.34;3838.34;9202.77;1172.97;1224.56;714.9;1731.61;221.43;28.77;-4.39;54.68;11.71;1224.98;715.61;1731.79;221.3;1.0;1.0;1.0;0.0;1799.87;1773.05;1832.18;7.63;34.36;33.1;35.7;0.62;33.39;32.8;34.05;0.33;59.12;58.2;60.45;0.34;77.81;77.1;78.35;0.27;79.61;79.5;79.8;0.07;63.87;63.5;64.3;0.13;69.45;69.1;69.7;0.08;48.29;48.29;48.29;0.0;14.31;14.0;14.6;0.17;8.96;5.63;11.73;1.03;8.74;5.92;11.65;1.01;8.85;5.77;11.5;0.96;49.02;19.53;92.91;10.66;0.77;-28.76;44.62;10.66;0.77;-28.76;44.62;10.66;;;;;6.96;6.8;7.0;0.06;49.99;49.96;50.02;0.01;709.11;706.73;710.98;0.9;17.18;16.89;17.48;0.07;27.69;27.6;27.7;0.02;6495.71;3813.21;9156.63;1168.93;;;;;;;;;;;;
R80711;2018-01-08T07:30:00-06:00;-0.99;-0.99;-0.99;0.0;12.0;12.0;12.0;0.0;1753.74;1613.76;1813.28;58.49;4221.32;2997.61;6635.96;885.72;772.92;501.68;1249.92;184.12;7.02;-22.92;26.36;9.85;773.04;502.31;1249.95;184.04;1.0;-1.0;1.0;0.0;1753.27;1613.32;1812.9;58.53;32.22;30.45;34.1;0.96;32.64;31.6;33.7;0.55;54.65;53.35;56.1;0.46;76.84;76.2;77.7;0.32;78.78;78.35;79.2;0.23;64.44;64.05;65.15;0.24;68.88;68.6;69.15;0.1;57.07;57.07;57.07;0.0;21.08;18.3;23.4;1.42;7.39;5.1;10.28;0.89;7.29;5.08;10.27;0.87;7.34;5.36;10.28;0.84;59.71;12.62;227.25;13.47;2.64;-44.45;170.18;13.47;2.64;-44.45;170.18;13.47;;;;;6.96;6.8;7.0;0.07;49.98;49.96;50.01;0.01;707.19;705.75;708.95;0.71;16.73;15.38;17.31;0.56;27.72;27.6;27.9;0.09;4187.37;2943.11;6622.17;894.31;;;;;;;;;;;;
R80711;2018-01-08T07:40:00-06:00;-0.99;-0.99;-0.99;0.0;12.01;12.0;12.84;0.07;1729.55;1559.92;1803.9;63.24;3709.04;2787.69;4833.2;434.03;666.27;444.41;904.76;101.69;4.88;-13.34;22.73;6.9;666.34;444.92;904.76;101.61;1.0;-1.0;1.0;0.0;1729.07;1559.39;1803.32;63.27;35.58;33.7;37.3;0.94;34.47;33.5;35.4;0.49;56.47;55.15;58.1;0.54;77.23;76.55;77.8;0.28;78.86;78.4;79.3;0.31;64.85;64.35;65.3;0.18;68.99;68.6;69.4;0.11;61.08;46.1;65.85;7.02;24.36;23.4;25.5;0.65;7.45;4.53;9.82;0.87;7.26;5.34;9.47;0.74;7.35;5.18;9.24;0.75;44.86;23.72;100.12;11.49;-1.21;-33.35;41.1;13.2;-1.21;-33.35;41.1;13.2;;;;;7.0;6.8;7.1;0.01;49.99;49.96;50.01;0.01;707.2;706.17;708.22;0.43;16.5;14.85;17.23;0.61;27.91;27.8;28.0;0.02;3665.42;2714.52;4814.79;443.79;;;;;;;;;;;;
R80711;2018-01-08T08:30:00-06:00;-0.99;-0.99;-0.99;0.0;12.58;12.0;13.0;0.39;1748.64;1621.73;1807.24;50.74;3920.7;3066.07;5565.85;549.55;711.18;511.51;1045.23;119.32;2.18;-12.83;9.83;4.05;711.2;511.59;1045.24;119.31;1.0;-1.0;1.0;0.0;1748.2;1621.22;1806.89;50.77;43.32;41.2;45.5;1.17;38.14;36.9;39.25;0.65;63.51;61.1;65.8;1.06;76.83;75.85;78.0;0.55;78.97;78.4;79.7;0.39;63.57;62.8;64.3;0.3;69.05;68.65;69.45;0.19;46.1;46.1;46.1;0.0;17.48;15.9;19.8;1.14;7.62;5.18;9.48;0.84;7.21;4.8;9.62;0.76;7.41;5.21;9.54;0.77;39.63;10.29;72.47;8.22;-6.48;-35.81;26.37;8.22;-6.48;-35.81;26.37;8.22;;;;;6.81;6.7;7.0;0.04;49.98;49.96;50.0;0.01;707.27;705.54;708.79;0.62;16.68;15.45;17.26;0.49;28.0;27.9;28.2;0.09;3871.97;2989.92;5536.87;557.05;;;;;;;;;;;;
R80711;2018-01-08T08:40:00-06:00;-0.99;-0.99;-0.99;0.0;12.81;12.0;13.0;0.3;1765.57;1604.96;1811.07;53.13;4508.85;3015.63;6896.62;947.87;829.61;493.36;1296.34;194.63;4.0;-11.84;18.39;6.62;829.66;493.71;1296.37;194.59;1.0;-1.0;1.0;0.0;1765.14;1604.49;1810.58;53.16;39.56;37.6;41.6;1.01;35.98;34.9;37.1;0.57;60.62;58.5;62.65;0.9;76.4;75.7;76.8;0.23;78.81;78.4;79.2;0.15;63.24;62.55;63.85;0.16;68.78;68.25;69.3;0.13;46.1;46.1;46.1;0.0;15.06;14.3;15.9;0.45;7.81;5.24;10.95;1.05;7.63;5.43;10.12;0.91;7.72;5.52;10.53;0.94;46.37;10.94;87.83;10.54;0.31;-35.16;41.74;10.54;0.31;-35.16;41.74;10.54;;;;;6.71;6.5;6.8;0.04;49.97;49.96;49.99;0.01;707.55;706.24;709.16;0.57;16.85;15.29;17.29;0.51;27.79;27.7;27.9;0.09;4466.2;2934.26;6858.33;956.21;;;;;;;;;;;;
R80711;2018-01-08T09:10:00-06:00;-0.99;-0.99;-0.99;0.0;12.44;12.0;13.0;0.43;1746.07;1525.96;1808.23;65.79;3942.52;2851.1;6119.57;619.84;717.52;440.55;1153.24;135.68;9.13;-5.39;27.2;6.95;717.64;440.9;1153.26;135.58;1.0;-1.0;1.0;0.0;1745.65;1525.51;1808.08;65.83;35.92;34.45;37.5;0.76;34.21;33.45;35.1;0.42;54.96;53.45;56.55;0.67;75.13;73.75;76.25;0.64;77.22;76.0;78.2;0.6;63.55;62.65;64.2;0.32;67.77;67.2;68.15;0.17;46.1;46.1;46.1;0.0;22.77;20.6;24.4;1.05;7.19;4.93;9.86;0.88;7.22;5.21;9.59;0.84;7.21;5.18;9.69;0.83;50.71;17.08;97.46;11.22;4.62;-29.02;51.37;11.22;4.62;-29.02;51.37;11.22;;;;;6.45;6.4;6.5;0.04;50.02;50.0;50.04;0.01;707.29;705.5;708.94;0.66;16.66;14.54;17.28;0.63;27.81;27.7;27.9;0.09;3907.33;2757.17;6095.64;631.58;;;;;;;;;;;;
R80711;2018-01-08T09:30:00-06:00;-0.99;-0.99;-0.99;0.0;12.01;12.0;12.8;0.06;1465.88;1328.86;1664.14;79.56;2571.91;2043.12;3440.28;309.3;377.48;261.27;586.35;73.4;10.79;-0.63;19.05;4.36;377.71;261.62;586.36;73.28;1.0;-1.0;1.0;0.0;1465.29;1328.14;1663.6;79.63;40.6;39.25;41.9;0.6;36.72;36.1;37.45;0.32;57.9;56.4;59.5;0.52;73.35;72.7;74.3;0.39;74.84;74.35;75.7;0.37;62.88;62.4;63.55;0.23;67.16;66.7;67.6;0.17;64.76;64.76;64.76;0.0;26.26;25.8;26.9;0.29;6.45;4.22;8.93;0.82;6.22;4.51;8.72;0.69;6.34;4.45;8.81;0.73;58.98;35.84;100.37;10.21;-5.79;-28.91;35.62;10.21;-5.79;-28.91;35.62;10.21;;;;;6.45;6.4;6.5;0.04;49.96;49.93;49.98;0.01;699.12;696.53;701.1;0.71;13.97;12.66;15.89;0.76;27.98;27.9;28.0;0.03;2442.47;1862.8;3378.13;340.08;;;;;;;;;;;;
