Wind_turbine_name;Date_time;Ba_avg;Ba_min;Ba_max;Ba_std;Rt_avg;Rt_min;Rt_max;Rt_std;DCs_avg;DCs_min;DCs_max;DCs_std;Cm_avg;Cm_min;Cm_max;Cm_std;P_avg;P_min;P_max;P_std;Q_avg;Q_min;Q_max;Q_std;S_avg;S_min;S_max;S_std;Cosphi_avg;Cosphi_min;Cosphi_max;Cosphi_std;Ds_avg;Ds_min;Ds_max;Ds_std;Db1t_avg;Db1t_min;Db1t_max;Db1t_std;Db2t_avg;Db2t_min;Db2t_max;Db2t_std;Dst_avg;Dst_min;Dst_max;Dst_std;Gb1t_avg;Gb1t_min;Gb1t_max;Gb1t_std;Gb2t_avg;Gb2t_min;Gb2t_max;Gb2t_std;Git_avg;Git_min;Git_max;Git_std;Gost_avg;Gost_min;Gost_max;Gost_std;Ya_avg;Ya_min;Ya_max;Ya_std;Yt_avg;Yt_min;Yt_max;Yt_std;Ws1_avg;Ws1_min;Ws1_max;Ws1_std;Ws2_avg;Ws2_min;Ws2_max;Ws2_std;Ws_avg;Ws_min;Ws_max;Ws_std;Wa_avg;Wa_min;Wa_max;Wa_std;Va1_avg;Va1_min;Va1_max;Va1_std;Va2_avg;Va2_min;Va2_max;Va2_std;Va_avg;Va_min;Va_max;Va_std;Ot_avg;Ot_min;Ot_max;Ot_std;Nf_avg;Nf_min;Nf_max;Nf_std;Nu_avg;Nu_min;Nu_max;Nu_std;Rs_avg;Rs_min;Rs_max;Rs_std;Rbt_avg;Rbt_min;Rbt_max;Rbt_std;Rm_avg;Rm_min;Rm_max;Rm_std;Pas_avg;Pas_min;Pas_max;Pas_std;Wa_c_avg;Wa_c_min;Wa_c_max;Wa_c_std;Na_c_avg;Na_c_min;Na_c_max;Na_c_std
R80711;2018-01-06T05:40:00-06:00;45.0;45.0;45.0;0.0;14.0;14.0;14.0;0.0;2.64;2.59;2.69;0.01;-9.61;-9.85;-9.3;0.08;0.0;-0.53;0.0;0.13;0.0;0.0;0.42;0.02;0.1;0.0;0.53;0.13;1.0;1.0;1.0;0.0;0.12;0.0;3.65;0.52;28.18;28.0;28.4;0.07;26.1;26.1;26.2;0.01;32.6;32.4;32.7;0.04;39.6;39.3;39.9;0.18;41.34;41.1;41.4;0.08;34.79;31.5;42.5;3.9;44.89;43.8;45.15;0.27;151.46;151.46;151.46;0.0;21.6;21.6;21.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;285.74;252.39;298.63;6.67;134.28;100.93;147.17;6.67;134.28;100.93;147.17;6.67;;;;;8.02;7.9;8.15;0.09;49.98;49.96;50.01;0.01;711.49;710.58;712.27;0.26;0.0;0.0;0.0;0.0;20.2;20.1;20.2;0.01;0.0;0.0;0.0;0.0;;;;;;;;;;;;
R80711;2018-01-06T06:00:00-06:00;45.0;45.0;45.0;0.0;14.0;14.0;14.0;0.0;2.64;2.61;2.68;0.01;-9.61;-9.81;-9.32;0.08;0.0;-0.12;0.0;0.01;0.0;0.0;0.64;0.03;0.01;0.0;0.64;0.03;1.0;1.0;1.0;0.0;0.35;-1.13;5.16;0.98;27.9;27.9;28.0;0.01;25.86;25.8;25.9;0.05;32.26;32.1;32.35;0.07;38.78;38.6;39.1;0.13;40.8;40.6;40.8;0.02;34.65;33.0;36.8;1.03;44.16;44.0;44.5;0.14;151.46;151.46;151.46;0.0;21.78;21.65;21.9;0.09;0.06;0.0;2.22;0.35;0.07;0.0;2.35;0.37;0.06;0.0;2.28;0.36;312.5;296.18;334.18;6.74;161.08;144.71;-177.29;6.74;161.08;144.71;-177.29;6.74;;;;;7.8;7.7;7.9;0.02;50.01;49.98;50.03;0.01;704.01;703.28;704.69;0.28;0.0;0.0;0.0;0.0;20.0;20.0;20.1;0.01;0.0;0.0;0.0;0.0;;;;;;;;;;;;
R80711;2018-01-06T06:10:00-06:00;45.0;45.0;45.0;0.0;14.0;14.0;14.0;0.0;2.64;2.61;2.68;0.01;-9.64;-9.91;-9.39;0.09;0.0;-0.75;0.0;0.11;0.0;-0.01;0.58;0.03;0.08;0.0;0.75;0.11;1.0;1.0;1.0;0.0;40.23;0.0;68.39;22.13;27.8;27.7;27.9;0.09;25.71;25.6;25.8;0.1;32.06;32.0;32.2;0.05;38.4;38.1;38.6;0.14;40.82;40.8;40.9;0.04;34.71;31.7;41.65;3.6;43.85;42.9;44.85;0.61;151.46;151.46;151.46;0.0;21.83;21.7;21.9;0.09;2.01;1.34;2.55;0.21;1.87;0.0;2.43;0.32;1.94;0.99;2.49;0.24;336.43;318.83;14.48;8.16;-175.02;167.37;-136.98;8.16;-175.02;167.37;-136.98;8.16;;;;;7.66;7.5;7.85;0.09;49.96;49.94;50.0;0.01;703.53;702.67;704.15;0.27;0.35;0.0;0.64;0.25;20.01;20.0;20.2;0.02;-12.98;-120.24;0.0;17.62;;;;;;;;;;;;
R80711;2018-01-06T06:20:00-06:00;45.0;45.0;45.0;0.0;14.0;14.0;14.12;0.0;2.64;2.6;2.68;0.01;-9.7;-9.92;-9.43;0.08;0.0;-0.35;0.0;0.05;0.0;-0.1;0.26;0.01;0.02;0.0;0.35;0.05;1.0;1.0;1.0;0.0;62.19;54.65;71.53;4.81;27.65;27.6;27.7;0.05;25.44;25.3;25.6;0.1;31.85;31.7;32.0;0.09;38.63;38.4;38.85;0.12;40.74;40.6;40.8;0.07;38.46;35.8;41.8;1.86;43.24;42.8;43.45;0.19;151.46;151.46;151.46;0.0;21.58;21.4;21.7;0.11;2.14;1.7;2.52;0.16;1.97;1.42;2.5;0.22;2.06;1.57;2.46;0.18;338.12;326.41;350.68;4.62;-173.34;174.94;-160.79;4.62;-173.34;174.94;-160.79;4.62;;;;;7.61;7.5;7.8;0.05;50.0;49.96;50.02;0.01;703.67;702.89;704.31;0.22;0.59;0.52;0.68;0.05;20.14;20.0;20.2;0.07;-2.45;-53.78;0.0;7.48;;;;;;;;;;;;
R80711;2018-01-06T06:50:00-06:00;45.0;45.0;45.0;0.0;14.78;14.0;15.0;0.34;2.65;2.62;2.7;0.01;-9.74;-9.96;-9.45;0.08;0.0;-0.5;0.0;0.1;0.0;-0.42;0.21;0.02;0.14;0.0;0.5;0.1;1.0;1.0;1.0;0.0;69.64;52.71;87.66;7.71;26.93;26.8;27.1;0.11;24.44;24.2;24.7;0.1;31.04;30.9;31.2;0.1;38.67;38.1;39.0;0.24;40.12;39.95;40.3;0.12;40.27;39.2;40.75;0.36;42.24;42.1;42.4;0.09;151.46;151.46;151.46;0.0;20.25;20.0;20.5;0.08;3.04;2.23;4.39;0.4;2.47;1.69;3.56;0.31;2.75;2.0;3.87;0.34;352.23;333.97;10.73;7.6;-159.21;-177.49;-140.73;7.6;-159.21;-177.49;-140.73;7.6;;;;;7.35;7.3;7.5;0.08;50.01;49.98;50.03;0.01;704.94;703.37;706.26;0.47;0.66;0.5;0.83;0.07;20.19;20.0;20.2;0.03;-19.06;-77.26;0.0;14.01;;;;;;;;;;;;
R80711;2018-01-06T07:50:00-06:00;-0.99;-0.99;-0.99;0.0;15.0;15.0;15.0;0.0;1049.82;983.57;1108.12;37.71;1232.88;1021.14;1406.77;114.92;104.15;74.32;132.63;16.85;23.54;14.24;27.51;2.07;106.92;78.27;134.88;16.34;0.97;0.99;0.93;0.01;1048.77;982.49;1107.23;37.76;28.68;27.8;29.5;0.36;26.31;25.7;26.95;0.33;42.55;40.85;44.0;0.7;54.68;53.95;55.5;0.39;51.69;51.2;52.7;0.49;45.15;44.8;45.8;0.14;45.66;45.25;46.1;0.2;359.59;352.32;14.27;10.08;21.96;21.7;22.3;0.17;4.86;3.74;6.14;0.37;4.64;3.54;5.85;0.4;4.75;3.79;5.9;0.35;25.67;320.23;59.35;10.55;11.34;-34.51;56.89;16.02;11.34;-34.51;56.89;16.02;;;;;7.26;7.2;7.3;0.04;49.98;49.95;50.01;0.01;710.29;709.33;711.4;0.34;9.98;9.34;10.55;0.36;21.6;21.4;21.7;0.09;943.98;721.55;1145.06;120.35;;;;;;;;;;;;
R80711;2018-01-07T16:20:00-06:00;-0.98;-0.99;-0.49;0.07;14.0;14.0;14.0;0.0;1788.97;1647.35;1817.29;33.39;6010.36;3176.76;9097.62;1477.62;1123.6;542.76;1709.96;286.1;11.47;-16.04;44.07;10.98;1123.75;543.41;1709.97;285.97;1.0;1.0;1.0;0.0;1788.46;1646.68;1816.94;33.41;31.08;29.2;33.1;1.08;32.12;31.0;33.1;0.56;55.23;53.6;57.35;0.89;78.76;77.4;80.3;0.75;80.57;79.85;81.2;0.42;66.51;65.65;67.45;0.39;71.13;70.6;71.7;0.22;63.66;63.66;63.66;0.0;20.43;17.4;23.0;1.55;8.95;5.25;13.19;1.38;8.65;5.3;12.34;1.28;8.8;5.49;12.6;1.28;63.31;34.53;104.51;12.05;-0.37;-29.13;40.85;12.05;-0.37;-29.13;40.85;12.05;;;;;5.26;5.2;5.3;0.04;49.98;49.96;50.01;0.01;704.53;702.15;706.37;0.95;17.07;15.7;17.36;0.32;27.51;27.35;27.65;0.1;5982.51;3124.11;9054.48;1476.75;;;;;;;;;;;;
R80711;2018-01-07T16:30:00-06:00;-0.82;-0.99;0.2;0.33;13.87;13.0;14.0;0.28;1797.53;1746.64;1825.75;10.98;7040.43;3598.26;10131.2;1672.45;1322.42;657.95;1894.69;313.86;49.58;14.24;98.78;17.65;1323.66;663.5;1895.0;313.08;1.0;1.0;0.99;0.0;1796.99;1746.01;1825.34;10.99;34.76;32.8;36.7;1.03;33.96;32.95;34.8;0.48;58.6;56.65;61.45;1.17;80.74;79.75;81.8;0.54;81.56;81.2;82.0;0.23;67.47;66.8;68.05;0.26;71.72;71.2;72.2;0.21;63.66;63.66;63.66;0.0;24.28;22.9;25.55;0.81;9.92;6.1;13.91;1.34;9.31;6.5;13.01;1.17;9.62;6.39;13.27;1.22;56.89;38.51;90.91;8.11;-6.77;-25.15;27.25;8.11;-6.77;-25.15;27.25;8.11;;;;;5.3;5.2;5.3;0.01;50.0;49.97;50.03;0.01;706.88;705.14;708.57;0.74;17.15;16.66;17.43;0.11;27.67;27.6;27.7;0.04;7024.66;3597.56;10079.2;1661.21;;;;;;;;;;;;
R80711;2018-01-07T16:50:00-06:00;-0.99;-0.99;-0.99;0.0;13.18;13.0;14.0;0.32;1794.68;1682.25;1821.51;20.38;5542.76;3341.05;8220.46;1251.4;1038.44;581.08;1551.73;239.32;21.16;-6.0;60.8;13.85;1038.82;582.52;1551.76;239.01;1.0;1.0;1.0;0.0;1794.15;1681.66;1821.17;20.4;41.42;39.6;43.2;0.93;37.02;36.2;37.9;0.44;64.16;62.7;65.75;0.5;81.93;81.25;82.35;0.23;82.36;82.1;82.6;0.07;68.52;67.95;69.05;0.18;72.45;72.1;72.75;0.08;58.44;52.68;63.66;5.42;27.88;27.2;28.7;0.44;8.7;5.49;12.13;1.2;8.39;5.6;11.63;1.09;8.55;5.54;11.78;1.11;50.06;6.42;99.86;10.16;-2.58;-46.26;47.17;12.21;-2.58;-46.26;47.17;12.21;;;;;5.47;5.3;5.5;0.06;50.01;49.99;50.02;0.0;704.51;702.65;706.45;0.86;17.12;16.01;17.4;0.2;27.95;27.9;28.0;0.05;5520.28;3294.1;8193.79;1248.5;;;;;;;;;;;;
R80711;2018-01-07T17:40:00-06:00;-0.96;-0.99;0.0;0.15;13.0;13.0;13.0;0.0;1787.32;1659.03;1829.72;29.81;5427.03;3263.08;9389.1;1508.27;1012.34;559.39;1744.49;289.18;25.1;0.17;56.65;13.65;1012.85;561.21;1744.5;288.83;1.0;1.0;1.0;0.0;1786.82;1658.54;1829.37;29.84;31.8;30.8;33.0;0.54;31.49;31.0;32.15;0.3;55.39;53.7;56.9;0.71;77.36;76.55;78.0;0.3;79.82;79.5;80.1;0.17;64.53;63.95;65.35;0.27;70.31;69.95;70.65;0.15;64.76;64.76;64.76;0.0;13.17;12.3;17.1;1.36;8.65;5.31;12.56;1.4;8.31;5.35;11.65;1.2;8.48;5.42;12.11;1.27;62.61;43.36;97.83;166.47;-2.12;-21.4;33.08;166.47;-2.12;-21.4;33.08;166.47;;;;;5.14;5.0;5.2;0.07;50.0;49.97;50.03;0.01;703.19;700.17;706.06;1.27;17.05;15.81;17.48;0.29;27.34;27.3;27.4;0.04;5397.46;3220.93;9337.31;1504.99;;;;;;;;;;;;
R80711;2018-01-07T17:50:00-06:00;-0.97;-0.99;-0.49;0.1;13.0;13.0;13.0;0.0;1798.17;1746.66;1820.05;9.14;5584.39;3578.39;9458.4;1202.38;1047.91;651.32;1775.99;227.1;17.19;-7.3;48.86;10.97;1048.13;651.58;1776.04;227.02;1.0;1.0;1.0;0.0;1797.69;1746.16;1819.77;9.15;32.48;30.95;34.2;0.88;32.14;31.1;33.0;0.51;55.38;54.05;57.2;0.59;78.54;77.6;79.25;0.46;80.35;79.8;80.7;0.27;65.86;65.15;66.65;0.35;70.49;70.15;71.1;0.12;64.76;64.76;64.76;0.0;20.32;17.1;22.6;1.6;8.86;5.21;12.72;1.33;8.38;5.97;12.06;1.1;8.62;5.84;12.32;1.18;59.39;357.91;175.33;10.93;-5.39;-66.84;110.58;10.93;-5.39;-66.84;110.58;10.93;;;;;5.19;5.0;5.2;0.03;49.99;49.97;50.01;0.01;701.64;699.69;703.22;0.7;17.16;16.65;17.38;0.09;27.52;27.3;27.7;0.1;5564.07;3558.37;9373.37;1196.87;;;;;;;;;;;;
R80711;2018-01-07T18:00:00-06:00;-0.99;-0.99;-0.99;0.0;13.0;13.0;13.0;0.0;1789.95;1705.65;1820.19;23.04;5471.61;3386.88;8784.56;1505.08;1024.16;608.37;1655.38;288.72;33.39;2.62;75.57;14.26;1024.93;609.74;1655.49;288.27;1.0;1.0;0.99;0.0;1789.46;1705.11;1819.53;23.06;35.7;33.85;37.5;0.95;33.89;33.0;34.8;0.5;57.32;55.5;59.5;0.78;79.49;78.75;80.3;0.36;80.77;80.5;81.1;0.12;66.54;66.0;67.1;0.19;70.75;70.4;71.3;0.13;64.76;64.76;64.76;0.0;24.08;22.6;25.5;0.76;8.73;5.5;12.81;1.5;8.26;5.03;11.85;1.32;8.49;5.27;12.27;1.38;60.1;20.84;100.25;9.77;-4.68;-43.91;35.49;9.77;-4.68;-43.91;35.49;9.77;;;;;5.21;5.2;5.3;0.02;50.0;49.98;50.02;0.01;702.31;700.19;704.24;0.88;17.08;16.25;17.38;0.22;27.72;27.6;27.9;0.07;5453.81;3378.54;8750.33;1501.38;;;;;;;;;;;;
R80711;2018-01-07T18:10:00-06:00;-0.99;-0.99;-0.49;0.06;13.0;13.0;13.0;0.0;1793.1;1722.83;1825.26;20.08;5848.12;3482.91;9593.8;1512.5;1096.22;626.26;1806.83;288.61;29.65;-2.68;68.87;19.54;1097.0;628.03;1806.84;287.83;1.0;1.0;0.99;0.0;1792.61;1722.32;1824.92;20.1;39.01;37.25;40.75;0.96;35.53;34.7;36.4;0.45;60.09;58.25;62.35;1.06;80.34;79.45;81.25;0.5;81.09;80.7;81.7;0.22;67.13;66.4;67.8;0.29;71.12;70.7;71.6;0.21;62.23;60.37;64.76;2.16;26.38;25.4;27.55;0.64;9.05;5.88;12.19;1.37;8.48;5.29;11.18;1.22;8.77;5.59;11.69;1.27;53.72;36.86;95.82;8.68;-6.63;-25.01;35.45;8.52;-6.63;-25.01;35.45;8.52;;;;;5.24;5.2;5.3;0.04;49.97;49.94;50.0;0.02;700.53;698.93;702.77;0.88;17.11;16.43;17.43;0.19;27.92;27.7;28.0;0.04;5829.63;3465.23;9543.02;1504.0;;;;;;;;;;;;
R80711;2018-01-07T18:20:00-06:00;-0.99;-0.99;-0.99;0.0;13.0;13.0;13.0;0.0;1799.89;1782.28;1821.71;6.81;6445.92;3788.03;8967.32;1324.56;1210.41;705.94;1692.1;249.5;20.06;-16.44;59.76;15.96;1210.75;707.23;1692.16;249.17;1.0;1.0;1.0;0.0;1799.37;1781.8;1821.09;6.83;42.18;40.4;43.9;0.89;37.03;36.2;37.85;0.42;63.38;61.3;65.85;1.06;81.55;80.8;82.35;0.45;81.86;81.5;82.3;0.18;67.88;67.35;68.8;0.26;71.69;71.1;72.1;0.21;60.37;60.37;60.37;0.0;28.28;27.1;29.2;0.51;9.05;6.15;12.17;1.17;8.7;6.09;11.72;1.07;8.88;6.29;11.86;1.08;57.32;25.44;179.58;10.52;-3.04;-34.92;119.21;10.52;-3.04;-34.92;119.21;10.52;;;;;5.27;5.2;5.3;0.04;50.0;49.98;50.01;0.01;700.65;698.03;702.62;0.89;17.17;16.99;17.38;0.07;28.0;27.95;28.1;0.02;6421.81;3782.8;8907.87;1316.11;;;;;;;;;;;;
R80711;2018-01-07T18:30:00-06:00;-0.99;-0.99;-0.99;0.0;13.0;13.0;13.0;0.0;1799.34;1765.3;1823.64;8.45;6218.71;3695.05;8763.05;1391.74;1165.62;681.17;1653.44;262.42;21.9;-6.58;63.11;17.22;1166.06;684.06;1653.48;261.95;1.0;1.0;0.99;0.0;1798.86;1764.65;1823.44;8.46;43.09;41.6;44.15;0.71;37.11;36.2;37.9;0.47;65.34;64.25;66.6;0.39;80.97;79.85;82.15;0.56;81.78;81.3;82.3;0.26;66.13;65.5;67.75;0.4;71.68;71.2;72.0;0.16;60.37;60.37;60.37;0.0;19.59;16.6;27.0;2.51;8.96;5.63;12.62;1.37;8.65;5.5;11.65;1.18;8.81;5.57;12.13;1.24;58.77;25.94;108.07;10.57;-1.57;-34.43;47.7;10.57;-1.57;-34.43;47.7;10.57;;;;;5.21;5.1;5.3;0.02;50.0;49.97;50.01;0.01;700.33;698.83;701.98;0.55;17.17;16.84;17.41;0.08;27.96;27.8;28.2;0.06;6185.05;3679.57;8725.01;1382.55;;;;;;;;;;;;
R80711;2018-01-07T18:50:00-06:00;-0.97;-0.99;-0.49;0.11;13.0;13.0;13.0;0.0;1792.68;1684.82;1828.47;25.19;6132.85;3372.97;9225.55;1531.09;1147.81;590.71;1726.16;292.49;38.35;-4.35;75.74;20.16;1148.84;593.42;1726.17;291.69;1.0;1.0;0.99;0.0;1792.19;1684.31;1827.91;25.21;37.14;35.55;38.8;0.84;34.05;33.4;34.8;0.36;62.68;60.8;65.05;1.02;79.2;78.35;80.3;0.47;80.88;80.6;81.2;0.2;65.18;64.75;65.7;0.2;71.11;70.7;71.6;0.21;60.37;60.37;60.37;0.0;13.73;13.2;14.3;0.33;9.16;5.84;12.98;1.43;8.67;5.64;12.11;1.23;8.91;6.0;12.55;1.3;56.04;353.92;96.18;9.77;-4.3;-66.45;35.81;9.77;-4.3;-66.45;35.81;9.77;;;;;4.98;4.9;5.0;0.03;50.0;49.98;50.02;0.01;701.11;699.23;702.36;0.56;17.1;16.05;17.46;0.24;27.62;27.6;27.7;0.03;6104.86;3339.8;9185.04;1525.06;;;;;;;;;;;;
R80711;2018-01-07T19:00:00-06:00;-0.97;-0.99;-0.49;0.11;13.0;13.0;13.0;0.0;1790.98;1647.06;1824.84;30.49;5889.01;3168.24;9351.03;1451.33;1102.08;547.21;1756.96;278.93;47.33;5.37;108.2;24.8;1103.69;553.63;1756.97;277.7;1.0;1.0;0.98;0.0;1790.52;1646.43;1824.43;30.52;34.52;33.2;35.95;0.69;32.86;32.3;33.5;0.33;60.03;58.0;61.8;0.65;78.61;78.1;79.2;0.16;80.62;80.4;80.8;0.06;64.96;64.6;65.4;0.13;70.77;70.5;71.2;0.1;60.37;60.37;60.37;0.0;12.89;12.55;13.2;0.17;8.66;5.25;13.44;1.46;8.52;5.19;12.65;1.28;8.59;5.22;12.82;1.33;61.44;4.95;97.35;11.06;1.07;-55.42;36.98;11.06;1.07;-55.42;36.98;11.06;;;;;4.9;4.8;4.95;0.01;49.99;49.96;50.01;0.01;700.01;697.72;702.49;1.04;17.09;15.69;17.42;0.29;27.6;27.5;27.6;0.01;5864.43;3129.68;9284.05;1446.41;;;;;;;;;;;;
R80711;2018-01-07T19:10:00-06:00;-0.97;-0.99;-0.49;0.1;13.0;13.0;13.0;0.0;1793.97;1701.01;1821.23;17.89;5715.17;3360.35;9432.69;1483.44;1070.6;594.59;1771.15;281.69;44.85;1.58;90.99;18.61;1071.91;597.29;1771.15;280.93;1.0;1.0;0.99;0.0;1793.49;1700.52;1820.6;17.9;32.38;31.3;33.55;0.57;31.84;31.3;32.4;0.29;57.76;56.25;59.4;0.59;77.96;77.5;78.5;0.22;80.19;79.9;80.5;0.11;64.48;64.05;65.05;0.15;70.41;70.2;70.7;0.11;60.37;60.37;60.37;0.0;12.36;12.2;12.6;0.13;8.75;5.66;12.51;1.3;8.45;6.06;12.45;1.12;8.6;6.13;12.03;1.18;57.97;34.6;97.3;10.39;-2.42;-25.77;36.94;10.39;-2.42;-25.77;36.94;10.39;;;;;4.85;4.7;4.9;0.07;49.97;49.95;50.01;0.01;700.63;698.76;702.65;0.84;17.12;16.21;17.39;0.17;27.47;27.4;27.6;0.08;5692.58;3326.08;9372.67;1472.96;;;;;;;;;;;;
R80711;2018-01-07T19:30:00-06:00;-0.99;-0.99;-0.99;0.0;13.0;12.76;13.0;0.01;1683.27;1331.98;1813.28;140.95;3907.1;2045.04;6670.17;1154.61;694.16;264.15;1252.85;254.41;24.03;1.71;57.55;11.34;694.97;269.6;1252.86;253.6;1.0;1.0;0.97;0.0;1682.75;1331.2;1813.01;141.04;32.56;30.75;34.3;0.97;32.28;31.25;33.3;0.52;54.89;53.65;56.0;0.33;77.27;75.7;78.15;0.66;79.26;77.7;80.1;0.78;65.19;64.05;65.85;0.35;69.8;69.15;70.25;0.23;60.37;60.37;60.37;0.0;21.0;18.6;22.9;1.2;7.22;4.16;10.55;1.27;7.01;4.54;10.21;1.08;7.11;4.48;10.38;1.14;59.66;336.14;114.05;12.37;-0.71;-84.23;53.68;12.37;-0.71;-84.23;53.68;12.37;;;;;4.85;4.7;4.95;0.07;50.0;49.97;50.02;0.01;703.19;701.59;704.87;0.75;16.05;12.68;17.32;1.35;27.66;27.6;27.8;0.05;3856.48;1881.51;6638.94;1189.22;;;;;;;;;;;;
R80711;2018-01-07T19:40:00-06:00;-0.99;-0.99;-0.99;0.0;13.0;12.44;13.0;0.04;1665.13;1462.85;1812.28;97.71;3542.53;2492.71;5885.06;734.94;615.97;366.07;1115.02;168.28;33.98;11.19;57.66;9.4;617.11;368.67;1115.48;167.84;1.0;1.0;0.99;0.0;1664.56;1462.23;1811.97;97.73;35.68;33.9;37.4;0.87;33.96;33.1;34.9;0.44;55.91;54.5;57.55;0.57;76.36;75.3;77.2;0.36;78.16;77.6;79.0;0.33;65.12;64.5;65.9;0.22;69.46;69.15;69.8;0.12;60.37;60.37;60.37;0.0;23.86;22.8;25.1;0.6;7.1;4.91;10.28;1.04;7.14;4.96;10.41;0.97;7.12;5.12;10.04;0.96;67.61;340.14;118.52;13.97;7.26;-80.23;58.15;13.97;7.26;-80.23;58.15;13.97;;;;;4.9;4.8;5.0;0.01;49.99;49.97;50.01;0.01;704.33;702.47;706.23;0.79;15.88;13.93;17.29;0.94;27.79;27.7;27.9;0.07;3494.07;2381.3;5887.88;758.87;;;;;;;;;;;;
R80711;2018-01-07T19:50:00-06:00;-0.99;-0.99;-0.99;0.0;12.85;12.0;13.0;0.33;1661.18;1486.93;1814.35;103.29;3635.83;2574.07;6847.55;972.97;633.44;384.92;1296.07;214.09;43.93;11.49;73.13;12.1;635.34;386.87;1296.28;213.35;1.0;1.0;0.99;0.0;1660.63;1486.27;1814.01;103.32;38.64;37.0;40.2;0.81;35.44;34.6;36.2;0.4;57.78;56.4;59.45;0.59;76.68;75.75;77.6;0.4;78.54;77.7;79.25;0.41;65.27;64.6;65.85;0.23;69.46;69.15;70.0;0.13;60.37;60.37;60.37;0.0;25.67;25.0;26.6;0.47;7.05;4.73;10.23;1.06;6.9;5.09;9.35;0.91;6.97;5.01;9.79;0.95;60.62;5.3;109.29;12.21;0.21;-55.06;48.92;12.21;0.21;-55.06;48.92;12.21;;;;;4.93;4.9;5.0;0.03;50.0;49.98;50.02;0.01;704.59;702.41;706.11;0.7;15.84;14.16;17.33;0.99;27.89;27.7;27.9;0.03;3589.61;2473.68;6839.15;998.24;;;;;;;;;;;;
R80711;2018-01-07T21:20:00-06:00;-0.99;-0.99;-0.99;0.0;12.05;12.0;13.0;0.16;1753.58;1599.62;1813.63;63.63;4481.61;2982.15;7235.2;1089.78;823.23;494.86;1359.6;223.73;27.88;1.15;56.99;11.13;823.92;498.15;1359.61;223.23;1.0;1.0;0.99;0.0;1753.08;1599.08;1813.3;63.66;37.72;36.15;39.25;0.8;34.43;33.6;35.2;0.43;57.85;56.7;59.35;0.46;78.17;77.35;78.9;0.36;79.46;78.8;79.9;0.3;65.14;64.75;65.6;0.16;69.22;68.75;69.6;0.11;57.39;54.88;58.17;1.4;24.73;23.6;25.7;0.56;7.62;4.77;10.6;1.04;7.66;5.12;10.67;1.01;7.64;5.01;10.33;0.99;64.77;27.1;115.45;12.51;6.6;-28.88;57.28;12.58;6.6;-28.88;57.28;12.58;;;;;4.34;4.2;4.4;0.08;50.0;49.97;50.03;0.01;703.79;702.22;705.61;0.76;16.73;15.23;17.31;0.61;27.75;27.65;27.9;0.08;4454.28;2921.38;7199.28;1098.59;;;;;;;;;;;;
R80711;2018-01-07T21:30:00-06:00;-0.99;-0.99;-0.99;0.0;12.02;12.0;13.0;0.12;1772.49;1645.79;1812.54;45.94;4326.47;3211.95;6296.76;677.4;801.58;545.64;1187.71;141.89;27.28;7.68;46.04;10.3;802.18;547.23;1187.96;141.56;1.0;1.0;1.0;0.0;1771.99;1645.12;1811.94;45.96;40.41;38.8;41.95;0.79;35.92;35.1;36.8;0.41;59.68;58.0;61.25;0.66;78.28;77.65;78.7;0.17;79.56;79.3;79.85;0.12;65.46;64.9;66.05;0.18;69.35;68.95;69.7;0.1;58.17;58.17;58.17;0.0;26.61;25.7;27.4;0.48;7.59;5.16;10.02;0.93;7.32;4.8;9.4;0.8;7.45;5.13;9.56;0.82;54.65;20.83;87.46;9.25;-3.55;-37.34;29.29;9.25;-3.55;-37.34;29.29;9.25;;;;;4.39;4.2;4.4;0.03;50.0;49.97;50.02;0.01;704.15;702.38;705.91;0.75;16.91;15.68;17.31;0.44;27.93;27.8;28.0;0.04;4306.12;3164.36;6282.83;683.61;;;;;;;;;;;;
R80711;2018-01-07T21:50:00-06:00;-0.99;-0.99;-0.99;0.0;12.0;12.0;12.0;0.0;1744.84;1626.04;1806.66;50.35;3830.65;3128.39;5124.87;412.4;695.5;524.3;960.15;95.07;13.9;-0.66;37.6;6.3;695.69;524.61;960.26;94.98;1.0;1.0;1.0;0.0;1744.33;1625.58;1806.03;50.38;45.5;44.0;46.85;0.67;38.54;37.75;39.2;0.34;63.93;62.5;65.95;0.58;78.96;78.6;79.5;0.16;79.98;79.7;80.4;0.13;66.13;65.65;66.6;0.15;69.9;69.4;70.15;0.07;58.17;58.17;58.17;0.0;29.18;28.7;29.6;0.27;7.47;5.15;9.87;0.88;7.09;5.32;9.79;0.75;7.28;5.38;9.64;0.77;51.64;10.98;100.46;9.16;-6.54;-47.19;42.29;9.16;-6.54;-47.19;42.29;9.16;;;;;4.5;4.4;4.5;0.01;49.98;49.97;50.01;0.01;701.7;699.66;704.3;1.08;16.65;15.5;17.24;0.48;28.2;28.1;28.3;0.02;3797.0;3064.94;5098.73;423.03;;;;;;;;;;;;
